Title,Source title,Cited by,Authors Country,Author Keywords,Year
Human microRNA-24 modulates highly pathogenic avian-origin H5N1 influenza A virus infection in A549 cells by targeting secretory pathway furin,Journal of General Virology,42,Canada,,2015
"Synthesis of naphtho[2,3-a]phenoxazinium chlorides: Structure-activity relationships of these heterocycles and benzo[a]phenoxazinium chlorides as new antimicrobials",Bioorganic and Medicinal Chemistry,19,Portugal,"Antifungal activity, Benzo[a]phenoxazines, Functionalised probes, Long-wavelength fluorescent dyes, Naphtho[2,3-a]phenoxazinium salts",2008
Molecular evolution of human influenza A viruses in a local area during eight influenza epidemics from 2000 to 2007,Archives of Virology,28,Japan,,2009
Characterisation of four hotdog-fold thioesterases for their implementation in a novel organic acid production system,Applied Microbiology and Biotechnology,3,United Kingdom,"CoA, Organic acid, Promiscuous, RpaL, Thioesterase",2020
"Extraction and analysis of polycyclic aromatic hydrocarbons and benzo[a]pyrene metabolites in microalgae cultures by off-line/on-line methodology based on matrix solid-phase dispersion, solid-phase extraction and high-performance liquid chromatography",Journal of Chromatography A,35,Mexico,"HPLC, Matrix solid-phase dispersion, Microalgae cultures, On-line methods, PAH, Solid-phase extraction",2012
Poly(A)-binding proteins are required for translational regulation in vertebrate oocytes and early embryos,"Reproduction, Fertility and Development",18,,"cytoplasmic 1 (PABPC1), embryonic poly(A)-binding protein (EPAB), poly(A)-binding protein, translation",2017
                         GABA                         A                          and GABA                         B                          receptor subunit localization on neurochemically identified neurons of the human subthalamic nucleus                     ,Journal of Comparative Neurology,14,New Zealand,"GABAA receptor, GABAB receptor, human brain, localization, RRID: AB_10000343, RRID: AB_2156476, RRID: AB_2263066, RRID: AB_2313763, RRID: AB_2314462, RRID: AB_2314464, RRID: AB_2314466, RRID: AB_2314472, RRID: AB_307275, RRID: AB_477019, RRID: AB_509997, RRID: AB_91623, subthalamic nucleus",2018
Utilising animal models to evaluate oseltamivir efficacy against influenza A and B viruses with reduced in vitro susceptibility,PLoS Pathogens,6,"Australia, Germany, Singapore",,2020
2009 swine-origin influenza A (H1N1) resembles previous influenza isolates,PLoS ONE,42,United States,,2009
"Responses of HDL subclasses, Lp(A-I) and Lp(A-I:A-II) levels and lipolytic enzyme activities to continuous oral estrogen-progestin and transdermal estrogen with cyclic progestin regimens in postmenopausal women",Atherosclerosis,25,Finland,"HDL subclasses, lipoprotein(A-I), lipoprotein(A-I:A-II), medroxyprogesterone acetate, norethisterone acetate, transdermal 17β-estrogen",1997
New paeonilactone-A adducts formed by anaerobic incubation of paeoniflorin with Lactobacillus brevis in the presence of arylthiols,Chemical and Pharmaceutical Bulletin,2,Japan,"Intestinal bacteria, Lactobacillus brevis, Paeoniflorin, Paeonilactone-A",2001
Genetic analysis of influenza A/H3N2 and A/H1N1 viruses circulating in Vietnam from 2001 to 2006,Journal of Clinical Microbiology,17,"Japan, Viet Nam",,2008
"RSV604, a novel inhibitor of respiratory syncytial virus replication",Antimicrobial Agents and Chemotherapy,122,"United Kingdom, United States",,2007
"Total synthesis of new indolo[2,3-a]quinolizine alkaloids sempervirine type, potential pharmaceuticals",Tetrahedron,37,Poland,"DNA intercalators-anticancer agents, Pentacyclic indole alkaloids, Total synthesis, Zwitterions",2006
The potential of avian H1N1 influenza a viruses to replicate and cause disease in mammalian models,PLoS ONE,26,"Georgia, United States",,2012
Formation and enhanced photodegradation of chlorinated derivatives of bisphenol A in wastewater treatment plant effluent,Water Research,29,"China, Russian Federation, United States","Bisphenol A, Chlorination, Effluent organic matter, Estrogenic activity, Photodegradation, Wastewater effluent",2020
TERT regulates telomere-related senescence and apoptosis through DNA damage response in male germ cells exposed to BPDE in vitro and to B[a]P in vivo,Environmental Pollution,44,China,"Benzo[a]pyrene, Benzo[a]pyrene-7,8-dihydrodiol-9,10-epoxide, DNA damage response, Reproductive toxicity, Telomerase reverse transcriptase",2018
Population dynamics of cocirculating swine influenza A viruses in the United States from 2009 to 2012,Influenza and other Respiratory Viruses,108,United States,"Epidemiology, Influenza A virus, Surveillance, Swine, Vaccines, Zoonotic diseases",2013
Epidemiology of human influenza A and B viruses in myanmar from 2005 to 2007,Intervirology,48,"Japan, Myanmar","Amantadine-resistant influenza A viruses, Human influenza A and B viruses, epidemiology, Influenza A/H1N1 viruses, Influenza A/H3N2 Isolates, Influenza B viruses, Influenza surveillance, Myanmar, Sentinel influenza surveillance sites",2009
"Little evidence of avian or equine influenza virus infection among a cohort of Mongolian adults with animal exposures, 2010-2011",PLoS ONE,19,"Mongolia, United States",,2014
Serological survey of influenza A virus infection in Japanese wild boars (Sus scrofa leucomystax),Microbiology and Immunology,4,Japan,"animal RNA virus, epidemiology, influenza A virus, wild boar",2019
"The genetic match between vaccine strains and circulating seasonal influenza A viruses in Vietnam, 2001-2009",Influenza and other Respiratory Viruses,3,"Singapore, Viet Nam","Phylogeny, Seasonal influenza A virus, Vietnam, Virologic surveillance, WHO influenza vaccine recommendation strains",2013
Comparison of pro-inflammatory cytokine expression and cellular signal transduction in human macrophages infected with different influenza A viruses,Medical Microbiology and Immunology,50,Germany,"Cytokines, H5N1, Influenza A, MAPK, Pandemic H1N1/2009, Seasonal influenza",2011
A Soft Error Upset Recovery SRAM Cell for Aerospace and Military Applications,"IEEE Region 10 Annual International Conference, Proceedings/TENCON",3,India,Clinical relevance- This paper demonstrates a radiation-hardened SRAM circuit that exhibits a higher critical charge when it is impacted by a high-energy charged particle with a LET of >10MeV-cm2/mg,2023
Co-immunization with hemagglutinin stem immunogens elicits cross-group neutralizing antibodies and broad protection against influenza A viruses,Immunity,18,"Sweden, United States","bnAb, cryo-EM, ferritin, HA stalk, HA stem, influenza, nanoparticle, nonhuman primate, pandemic preparedness, vaccine",2022
"3,8-Disubstituted Pyrazolo[1,5-a]quinazoline as GABAA Receptor Modulators: Synthesis, Electrophysiological Assays, and Molecular Modelling Studies",International Journal of Molecular Sciences,0,Italy,"electrophysiological studies, GABA<sub>A</sub> receptor modulators, hierarchical cluster analysis (HCA), molecular docking, molecular dynamics, pyrazolo[1,5-a]quinazoline",2024
Families' healthcare experiences for children with inherited metabolic diseases: Protocol for a mixed methods cohort study,BMJ Open,0,"Canada, Jordan, Netherlands, United States","epidemiology, genetics, paediatrics, quality in health care, statistics & research methods",2022
"Detection of influenza virus types A and B and type A subtypes (H1, H3, and H5) by multiplex polymerase chain reaction",Tohoku Journal of Experimental Medicine,15,Thailand,"H1N1, H3N2, H5N1, Influenza A virus, Multiplex, PCR",2008
Metabolic activation of benzo[a]pyrene in human skin maintained in short-term organ culture,Chemico-Biological Interactions,14,United Kingdom,"Benzo[a]pyrene, Dihydrodiols, DNA adducts, Human, Skin",1983
"Replication and Transcription Activities of Ribonucleoprotein Complexes Reconstituted from Avian H5N1, H1N1pdm09 and H3N2 Influenza A Viruses",PLoS ONE,9,Hong Kong,,2013
Activation of α6-containing GABAA receptors by pentobarbital occurs through a different mechanism than activation by GABA,Neuroscience Letters,7,United States,"Barbiturates, GABA, Mutation, Patch clamp",2010
Prevalence of influenza A infection in the Middle-East: A systematic review and meta-analysis,Clinical Respiratory Journal,17,,"influenza, meta-analysis, Middle-East, subtype",2018
Nitrogen containing secondary metabolites from endophytes of medicinal plants and their biological/pharmacological activities-a review,Systematic Reviews in Pharmacy,38,India,"Antibacterial, Anticancer, Antifungal, Antimalarial., Endophytic fungi, Nitrogen",2018
RpoS and oxidative stress conditions regulate succinyl-CoA: 3-ketoacid-coenzyme A transferase (SCOT) expression in Burkholderia pseudomallei,Microbiology and Immunology,12,Thailand,"Burkholderia pseudomallei, Oxidative stress, RpoS, Succinyl-coA:3-ketoacid-coenzyme A transferase",2013
"Traumatic brain injury and the effects of diazepam, diltiazem, and MK-801 on GABA-A receptor subunit expression in rat hippocampus",Journal of Biomedical Science,44,United States,,2010
"Computational studies of influenza a virus at three important targets: Hemagglutinin, neuraminidase and M2 protein",Current Pharmaceutical Design,15,Thailand,"Avian influenza H5N1 virus, Computer-aided drug design, Hemagglutinin, M2 channel, Neuraminidase, Pandemic influenza H1N1 virus, Theoretical calculations",2011
Development and assessment of a 3D pharmacophore for ligand recognition of BDZR/GABA(A) receptors initiating the anxiolytic response,Bioorganic and Medicinal Chemistry,19,United States,,2000
Organs-on-a-chip: A new tool for drug discovery,Expert Opinion on Drug Discovery,181,"Japan, United States","Biomimicry, Body-on-a-chip, Drug discovery platforms, in vitro models, in vitro reactors, Metabolic biomarkers, Microenvironment, Microfluidics, Organs-on-a-chip, Sensors, Tissue engineering",2014
Antigenic and Molecular Analysis of Influenza A (H3N2) Virus Strains Isolated from A Localised Influenza Outbreak in South Africa in 2003,Journal of Medical Virology,40,South Africa,"Characterisation, Disease, Epidemic, Epidemiology, Haemagglutinin, Vaccine",2004
"(2-Hydroxy-3-Methoxybenzylidene)thiazolo[3,2-a]pyrimidines: Synthesis, Self-Assembly in the Crystalline Phase and Cytotoxic Activity",International Journal of Molecular Sciences,9,Russian Federation,"antitumor agents, chiral discrimination, crystal structure, cytotoxicity, halogen and hydrogen bonding, non-covalent interactions, thiazolo[3,2-a]pyrimidines",2023
"Spiro(imidazo[1,2-a]pyrano[2,3-c]pyridine-9-indenes) as inhibitors of gastric acid secretion",Bioorganic and Medicinal Chemistry,22,Germany,"7H-8,9-Dihydropyrano[2,3-c]imidazo[1,2-a]pyridines, Anti-secretory activity, Cross-metathesis, Gastric acid pump, H<sup>+</sup>/K<sup>+</sup>-ATPase",2009
Competitive antagonists facilitate the recovery from desensitization of α1β2γ2 GABA A receptors expressed in Xenopus oocytes,Acta Pharmacologica Sinica,6,"China, United States","bicuculline, desensitization, GABA, GABA<sub>A</sub> receptor, SR95531, Xenopus oocytes",2016
"Inactivation of DNA-binding metabolites of benzo[a]pyrene and benzo[a]pyrene-7,8-dihydrodiol by glutathione and glutathione s-transferases",Carcinogenesis,84,"Germany, United Kingdom, Sweden",,1982
Targeting the HA2 subunit of influenza A virus hemagglutinin via CD40L provides universal protection against diverse subtypes,Mucosal Immunology,40,"Canada, China, Saudi Arabia",,2015
An initiation for testing the security of a cloud service provider,"Smart Innovation, Systems and Technologies",6,India,"CSP—Cloud Service Provider, IaaS—Infrastructure-as-a-Service, PaaS— Platform-as-a-Service, SaaS—Software-as-a-Service, TaaS—Testing-as-a-Service",2016
Evaluation study of a portable impedance biosensor for detection of avian influenza virus,Journal of Virological Methods,44,United States,"Avian influenza, Detection, Impedance biosensor, Infected chickens, Swab samples",2011
The host protease TMPRSS2 plays a major role in in vivo replication of emerging H7N9 and seasonal influenza viruses,Journal of Virology,122,"Japan, United States",,2014
The NF-kappaB inhibitor SC75741 protects mice against highly pathogenic avian influenza A virus,Antiviral Research,34,Germany,"Antiviral, Influenza A virus, NF-kappaB inhibitor, SC75741",2013
"A Simple and practical approach to the dibenzo[ c, f ]thiazolo[3,2- a ]azepines: A novel fused tetracyclic azepine system",Synthesis,19,Colombia,"2-allyl-N-benzylanilines, Amino-Claisen rearrangement, Dibenzo[c f]thiazolo[3 2-a]azepines, Dihydromorphanthridines, Intramolecular Friedel-Crafts alkylation",2010
A replication-defective influenza virus harboring H5 and H7 hemagglutinins provides protection against H5N1 and H7N9 infection in mice,Journal of Virology,6,Canada,"H5N1, H5N1 and H7N9 virus, H7N9 influenza virus, Influenza A virus, Replication-defective virus vaccine",2021
"Intranasal seasonal influenza vaccine and a TLR-3 agonist, rintatolimod, induced cross-reactive IgA antibody formation against avian H5N1 and H7N9 influenza HA in humans",Vaccine,46,United States,"Adjuvant, Influenza, LAIV, Live attenuated influenza vaccine, Mucosal IgA, TLR-3",2014
Total health insurance costs in children with a migraine diagnosis compared to a control group,Journal of Headache and Pain,6,Germany,"Children, Claims data, Headache, Health care costs, Migraine",2021
H7N9 and other pathogenic avian influenza viruses elicit a three-pronged transcriptomic signature that is reminiscent of 1918 influenza virus and is associated with lethal outcome in mice,Journal of Virology,39,United States,,2014
A comparison of the intercalative binding of nonreactive benzohpyrene metabolites and metabolite model compounds to dna,Chemico-Biological Interactions,21,United States,"Benzo[a]pyrene, Proximate carcinogen, Reversible DNA binding bay versus K-region metabolites",1985
Heat-Denatured Lysozyme is a Novel Potential Non-alcoholic Disinfectant Against Respiratory Virus,Food and Environmental Virology,3,China,"Antiviral, Disinfectant, Heating-denatured, Influenza, Lysozyme",2023
Virulence determinants in the PB2 Gene of a mouse-adapted H9N2 Virus,Journal of Virology,16,China,,2015
"Vaccine Effectiveness Against Influenza A–Associated Hospitalization, Organ Failure, and Death: United States, 2022–2023",Clinical Infectious Diseases,11,"Israel, United States","acute respiratory illness, attenuation, influenza, organ failure, vaccine effectiveness",2024
Rapid detection of avian influenza A virus by immunochromatographic test using a novel fluorescent dye,Biosensors and Bioelectronics,21,,"Avian influenza A virus, Novel pyridine-styrylpyridine fluorescent dye, Photostability, Rapid fluorescent immunochromatographic test",2017
Effects on the expression of GABAA receptor subunits by jujuboside A treatment in rat hippocampal neurons,Journal of Ethnopharmacology,71,China,"Diazepam, GABA<sub>A</sub> receptor subunit mRNAs, Hippocampal neurons, Jujuboside A, RT-PCR, Semen Ziziphi Spinosae (SZS)",2010
"Metabolomics and mass isotopomer analysis as a strategy for pathway discovery: Pyrrolyl and cyclopentenyl derivatives of the pro-drug of abuse, levulinate",Chemical Research in Toxicology,9,United States,,2013
"Reactivity of tetracyclic iminium salts of the benzo[f]pyrido[2,1-a]- isoindole and azepino[2,1-a]benzo[f]isoindole type, with a preliminary analysis of their interactions with nucleic acids",Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences,1,Germany,"Azaheterocycles, DNA Binding, Enamines, Iminium Salts, Isoindole Derivatives",2004
Co-circulation of multiple influenza a reassortants in swine harboring genes from seasonal human and swine influenza viruses,eLife,13,Denmark,,2021
"A simple synthesis of the pentacyclic lamellarin skeleton from 3-nitro-2-(trifluoromethyl)-2H-chromenes and 1-methyl(benzyl)-3,4- dihydroisoquinolines",Tetrahedron,38,Russian Federation,"3,4-Dihydroisoquinolines, 3-Nitro-2-(trifluoromethyl)-2H-chromenes, Grob reaction, Lamellarin skeleton",2011
A multidimensional strategy to rapidly identify the chemical constituents in Shengxian Decoction by using ultra-performance liquid chromatography coupled with ion mobility spectrometry quadrupole time-of-flight mass spectrometry,Journal of Separation Science,5,China,"data-independent acquisition, fast data-directed analysis, high-definition MS<sup>E</sup>, quadrupole time-of-flight mass spectrometry, Shengxian Decoction",2022
Enabling the 'host jump': Structural determinants of receptor-binding specificity in influenza A viruses,Nature Reviews Microbiology,218,China,,2014
Evaluation of avian influenza virus isolated from ducks as a potential live vaccine candidate against novel H7N9 viruses,Vaccine,9,China,"Antibody, Avian influenza virus, H7N9, Live vaccine, Pandemic",2014
"Occurrence of bisphenol-A and its brominated derivatives in tributary and estuary of Xiaoqing River adjacent to Bohai Sea, China",Marine Pollution Bulletin,29,China,"Bisphenol-A, Bohai Sea estuary, Brominated bisphenol-A analogs, Distribution, Source, Wetlands",2019
"Synthesis, Characterization and Biological Evaluations of New Imidazo[4,5-a]Acridines as Potential Antibacterial Agents",Pharmaceutical Chemistry Journal,6,,"antibacterial activity, aromatic amines, imidazo[4,5-a]acridine, MBC",2019
An mRNA-based broad-spectrum vaccine candidate confers cross-protection against heterosubtypic influenza A viruses,Emerging Microbes and Infections,16,China,"mRNA vaccine, broad-spectrum influenza vaccine, influenza viruses, humoral responses, cellular responses",2023
Seroprotective antibodies to 2011 variant influenza A(H3N2v) and seasonal influenza A(H3N2) among three age groups of US Department of Defense service members,PLoS ONE,1,United States,,2015
New small molecule entry inhibitors targeting hemagglutinin-mediated influenza A virus fusion,Journal of Virology,83,United States,,2014
"Novel eco-friendly [1,2,4]triazolo[3,4-a]isoquinoline chalcone derivatives efficiency against fungal deterioration of ancient Egyptian mummy cartonnage, Egypt",Archives of Microbiology,6,Egypt,"Archeological objects, Cartonnage, Fungal deterioration, Microorganism, Minimum inhibitory concentration, Mummy, triazolo[3,4-a]isoquinoline chalcones",2023
Viral determinants in H5N1 influenza A virus enable productive infection of HeLa cells,Journal of Virology,5,United States,"H5N1, HeLa, Heterokaryon, Highly pathogenic, Influenza A virus",2020
Genomic signature and protein sequence analysis of a novel influenza A(H7N9) virus that causes an outbreak in humans in China,Microbes and Infection,82,"China, United States","A(H7N9), A(H9N2), Avian flu, Influenza, Influenza A virus",2013
"Aerobic benzoyl-coenzyme A (CoA) catabolic pathway in Azoarcus evansii: Conversion of ring cleavage product by 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",Journal of Bacteriology,34,Germany,,2006
A recombinant H7N9 influenza vaccine with the H7 hemagglutinin transmembrane domain replaced by the H3 domain induces increased cross-reactive antibodies and improved interclade protection in mice,Antiviral Research,27,"China, United States","Cross-protection, H7N9, Hemagglutinin, Influenza A virus, Transmembrane domain, Trimerization",2017
Antigenic drift of the influenza A(H1N1)pdm09 virus neuraminidase results in reduced effectiveness of A/California/7/2009 (H1N1pdm09)-specific antibodies,mBio,42,"United Kingdom, Netherlands, United States","Antigenic drift, Influenza, Monoclonal antibodies, Neuraminidase, Vaccines",2019
"Comparative Review of SARS-CoV-2, SARS-CoV, MERS-CoV, and Influenza A Respiratory Viruses",Frontiers in Immunology,321,China,"COVID-19, influenza A virus, MERS-CoV, SARS-CoV, SARS-CoV-2",2020
"Identification of some novel pyrazolo[1,5-a]pyrimidine derivatives as InhA inhibitors through pharmacophore-based virtual screening and molecular docking",Journal of Biomolecular Structure and Dynamics,17,India,"ADMET–Adsorption, Distribution, Metabolism, Disstribution, Toxicity, enoyl acyl carrier protein reductase (InhA), HBA–Hydrogen Bond Acceptor, HY–Hydrophibic, InhA–Enoyl acyl carrier protein reductase, MDR-TB–Multi-Drug Resistant Tuberculosis, molecular docking, PDB–Protein Data Bank, pharmacophore modelling, RA–Ring Aromatic, RMSD–Root Mean Square Deviation, RMSF–Root Mean Square Fluctuations, TB–Tuberculosis, virtual screening, XDR-TB–Extensively Drug Resistant Tuberculosis",2019
Antiviral activity of an aqueous extract derived from Aloe arborescens Mill. against a broad panel of viruses causing infections of the upper respiratory tract,Phytomedicine,33,"Austria, Germany, Poland","Aloe arborescens Mill., Antiviral activity, Plant extract, Xanthorrhoeaceae",2015
Tasks Scheduling and Load Balancing on a Cloudlet system using Qualcomm 410c,"Proceedings of World Multi-Conference on Systemics, Cybernetics and Informatics, WMSCI",2,India,"Cloudlets, Infrastructure as a Service, Internet of Things, Network as a Service, Platform as a Service, Software as a Service, System on Chips",2022
Genetic diversity of avian influenza A (H10N8) virus in live poultry markets and its association with human infections in China,Scientific Reports,56,China,,2015
TRIM21 restricts influenza A virus replication by ubiquitination-dependent degradation of M1,PLoS Pathogens,13,China,,2023
Different pH requirements are associated with divergent inhibitory effects of chloroquine on human and avian influenza A viruses,Virology Journal,65,Italy,,2007
Benzo(a)pyrene degradation pathway in Bacillus subtilis BMT4i (MTCC 9447),Turkish Journal of Biochemistry,14,India,"Bacillus subtilis, Benzo(a)pyrene degradation, Benzo(a)pyrene-cis-7,8-dihydrodiol, Dioxygenase, Monooxygenase",2018
The 1.75 Å crystal structure of acetyl-CoA synthetase bound to adenosine-5′-propylphosphate and coenzyme A,Biochemistry,207,United States,,2003
"A prospective, randomized, comparative US trial of a combination hepatitis A and B vaccine (Twinrix®) with corresponding monovalent vaccines (Havrix® and Engerix-B®) in adults",Vaccine,105,"Belgium, United States","Combination vaccine, Hepatitis A vaccine, Hepatitis B vaccine, Immunogenicity, Reactogenicity, Safety, Seroconversion, Seroprotection",2001
Low antiviral resistance in Influenza A and B viruses isolated in Mexico from 2010 to 2023,Antiviral Research,1,Mexico,"Influenza virus, Neuraminidase inhibitors, Oseltamivir, Surveillance, Zanamivir",2024
Clinical characteristics are similar across type A and B influenza virus infections,PLoS ONE,81,France,,2015
"Mortality attributable to seasonal influenza A and B infections in Thailand, 2005-2009: A longitudinal study",American Journal of Epidemiology,15,"United Kingdom, Thailand","Bayesian regression, burden, developing country, influenza, middle-income country, mortality, seasonal variation, tropics",2015
Comparative kinase activity profiling of pathogenic influenza A viruses reveals new anti- And pro-viral protein kinases,Journal of General Virology,4,Germany,"influenza A virus, kinase, phosphorylation, signalling, signalling hub",2022
The 2nd sialic acid-binding site of influenza a virus neuraminidase is an important determinant of the hemagglutinin-neuraminidase-receptor balance,PLoS Pathogens,41,"Germany, Netherlands",,2019
"Identification and Characterization of a New Type III Polyketide Synthase from a Marine Yeast, Naganishia uzbekistanensis",Marine Drugs,4,France,"cytotoxic activity, marine yeast, pentaketide resorcinols, PKSIII, triketide pyrones",2020
"Iodine-catalyzed, multicomponent, one-pot synthesis of 5-aryl-5,8- dihydrotetrazolo-[1,5-a]pyrimidine-7-carboxylic acids",Synthetic Communications,14,China,"Dihydrotetrazolopyrimidine, Molecular iodine, Multicomponent reactions, Pyruvic acid",2011
Cellular response to influenza virus infection: A potential role for autophagy in CXCL10 and interferon-alpha induction,Cellular and Molecular Immunology,66,Hong Kong,"autophagy, CXCL10, influenza, interferon",2010
"Synthesis of some new 4-styryltetrazolo[1,5-a]quinoxaline and 1-substituted-4-styryl[1,2,4]triazolo[4,3-a]quinoxaline derivatives as potent anticonvulsants",European Journal of Medicinal Chemistry,88,India,"1,2,4-Triazolo, Anticonvulsant activity, Hydrazones, Quinoxaline, Styryl, Tetrazolo",2009
A human cell polarity protein Lgl2 regulates influenza A virus nucleoprotein exportation from nucleus in MDCK cells,Journal of Biosciences,4,China,"influenza A virus, Lgl2, nuclear export, nucleoprotein, Polarity protein",2020
"Design, docking studies and molecular iodine catalyzed synthesis of benzo[a]xanthen-one derivatives as hyaluronidase inhibitors",Medicinal Chemistry Research,3,"India, Slovakia","Anti-inflammatory activity, Dimedone, Hyaluronidase, Molecular docking, Molecular iodine, Sydnone",2016
Mutation of influenza A virus PA-X decreases pathogenicity in chicken embryos and can increase the yield of reassortant candidate vaccine viruses,Journal of Virology,14,"United Kingdom, Netherlands, United States","Influenza, PA-X, Shutoff, Vaccine",2019
Innate and adaptive immune responses against Influenza A Virus: Immune evasion and vaccination strategies,Immunobiology,5,"United Arab Emirates, United Kingdom, India","Adaptive immune system, Complement evasion, Complement system, Influenza A Virus, Innate immune system, Vaccines and treatments",2022
"Synthesis of 3-(Cyclohexylamino)-2-arylimidazo[1,2-a]pyridine-8-carboxylic acids via an efficient three-component condensation reaction between cyclohexylisocyanide and 2-aminopyridine-3-carboxylic acid in the presence of aromatic aldehyde",Combinatorial Chemistry and High Throughput Screening,4,,"2-aminopyridine-3-carboxylic acid, 2-α]pyridine-8-carboxylic acid, 3-(cyclohexylamino)-2-arylimidazo[1, Benzaldehyde derivatives, Cylohexylisocyanide, Three component condensation reaction",2018
Vaccination inducing broad and improved cross protection against multiple subtypes of influenza A virus,Proceedings of the National Academy of Sciences of the United States of America,117,"Netherlands, United States","M2 virus-like particles, Supplemental vaccine",2011
An NS-segment exonic splicing enhancer regulates influenza A virus replication in mammalian cells,Nature Communications,52,"China, Hong Kong",,2017
Distribution of gene segments of the pandemic A(H1N1) 2009 virus lineage in pig populations,Transboundary and Emerging Diseases,6,Japan,"genetic analyses, pandemic A(H1N1) 2009, swine influenza virus",2018
"Synthesis of some novel pyrazolo[1,5-a]pyrimidine, 1,2,4-triazolo[1,5-a] pyrimidine, pyrido[2,3-d]pyrimidine, pyrazolo[5,1-c]-1,2,4-triazine and 1,2,4-triazolo[5,1-c]-1,2,4-triazine derivatives incorporating a thiazolo[3,2-a]benzimidazole moiety",Journal of Heterocyclic Chemistry,34,Egypt,,2008
"Synthesis of new tetraheterocyclic systems by the mixed condensation reactions on [1,2,4]triazolo[4,3-a][1,5]benzodiazepines",Synthetic Communications,9,Morocco,"Benzodiazepine, Bis-adducts, Nitrile oxides, Nitrilimines, Oxadiazole, Regioselective, Triazole",2006
Developing a new resource for drug discovery: Marine actinomycete bacteria,Nature Chemical Biology,710,United States,,2006
Differential host determinants contribute to the pathogenesis of 2009 pandemic H1N1 and human H5N1 influenza a viruses in experimental mouse models,American Journal of Pathology,52,"Australia, Germany",,2011
Five-year antibody persistence in children after one dose of inactivated or live attenuated hepatitis A vaccine,Human Vaccines and Immunotherapeutics,12,China,"children, inactivated hepatitis A vaccine, live attenuated hepatitis A vaccine, persistence",2017
"Novel isolation procedure for short-, medium-, and long-chain acyl-coenzyme A esters from tissue",Analytical Biochemistry,69,United States,,2008
Expression of functional GABA(A) receptors in cholecystokinin-secreting gut neuroendocrine murine STC-1 cells,Journal of Physiology,44,Germany,,1998
Detection and typing of human-infecting influenza viruses in China by using a multiplex DNA biochip assay,Journal of Virological Methods,8,"China, Japan","Biochip, Influenza virus, Multiplex RT-PCR, Typing",2016
A population prevalence study on influenza infection in dogs in Southern Italy,New Microbiologica,6,Italy,"Dog, ELISA, HI test, Influenza, Prevalence",2014
Initial-velocity kinetics of succinoyl-coenzyme A-3-oxo acid coenzyme A-transferase from sheep kidney.,The Biochemical journal,1,,,1983
"Synthesis of some novel 11b-substituted pyrimido[6,1-a]-isoquinoline derivatives",Molecules,5,Bulgaria,"Enaminones, Pyrimido[6,1-a]isoquinolines, Tetrahydroisoquinolines",2004
"Synthesis of dipyrrolo[3,4-a:3,4-c]carbazole-1,3,4,6-tetraones bearing a sugar moiety",Tetrahedron,17,France,"Antitumor agents, Dipyrrolo[3,4-a:3,4-c]carbazole-1,3,4,6- tetraone, Granulatimide",2006
Sensitivity assessment of rapid influenza diagnostic tests for the detection of the 2009 pandemic influenza A (H1N1) virus in clinical specimens,Laboratory Medicine,5,China,"Pandemic influenza A (H1N1), Rapid influenza diagnostic tests, Sensitivity, Specificity, Viral titer",2010
"6-Nitroazolo[1,5-a]pyrimidin-7(4H)-ones as Antidiabetic Agents",Archiv der Pharmazie,30,Russian Federation,"Antidiabetic, Antiglycation, Azolopyrimidines, Chlorodeoxygenation, Nitroheterocycles",2017
"A comparison of demographic, epidemiological and clinical characteristics of hospital influenza-related viral pneumonia patients",BMC Infectious Diseases,4,China,"Avian-origin influenza H7N9, Human influenza A, Influenza B, Severe cases, Viral pneumonia",2021
Iron(III) chloride as a mild catalyst for the dearomatizing cyclization of n-acylindoles,Journal of Organic Chemistry,7,"Germany, Finland",,2020
A-kinase anchoring protein 5 anchors protein kinase A to mediate PLN/SERCA to reduce cardiomyocyte apoptosis induced by hypoxia and reoxygenation,Biochemistry and Cell Biology,5,China,"A-kinase anchoring protein 5 (AKAP5), apoptosis, hypoxia and reoxygenation (H/R), protein kinase A (PKA), sarcoendoplasmic reticulum calcium transport ATPase (SERCA)",2022
Single cell heterogeneity in influenza A virus gene expression shapes the innate antiviral response to infection,PLoS Pathogens,41,United States,,2020
"The Traditional Uses, Phytochemistry and Pharmacology of Sarcandra glabra (Thunb.) Nakai, a Chinese Herb With Potential for Development: Review",Frontiers in Pharmacology,27,China,"pharmacology, phytochemistry, Sarcandra glabra (Thunb.) Nakai, toxicity, traditional uses",2021
1-(4-Nitrophenoxycarbonyl)-7-pyridin-4-yl indolizine: A new versatile fluorescent building block. Application to the synthesis of a series of fluorescent β-cyclodextrins,Tetrahedron,80,France,"β-Cyclodextrins, Fluorophores, Indolizinic derivatives",2005
Disinfection of influenza a viruses by Hypocrellin a-mediated photodynamic inactivation,Photodiagnosis and Photodynamic Therapy,2,China,"Disinfection, Hypocrellin a (HA), Influenza A viruses (IAVs), Photodynamic inactivation (PDI), Surgical masks",2023
"Metabolites from marine microorganisms in cancer, immunity, and inflammation: A critical review.; [Metabolitos procedentes de microorganismos marinos en cáncer, inmunidad e inflamación: Una revisión crítica]",Journal of Pharmacy and Pharmacognosy Research,5,Cuba,"Bioactive compounds, Biomedical applications, Cancer, Immunity, Inflammation, Marine microorganisms",2020
