Title,Source title,Cited by,Authors Country,Author Keywords,Year
"2'-, 4'-, and 6'-O-substituted 1,5,9-epideoxyloganic acids from Nepeta grandiflora",Phytochemistry,10.0,Hungary,"Conformational analysis, Iridoid glucosides, Lamiaceae, Nepeta grandiflora, O-substituted-1,5,9-epi-deoxyloganic acid",1998
"Synthesis of novel O,O′-dialkyl α-aminoalkylphosphonothioates",Russian Chemical Bulletin,0.0,"Kazakhstan, Russian Federation","O,O′-dialkyl α-amino(cyclohexyl)phosphonothioates, O,O′-dialkyl phosphonothioites, Schiff's bases",2003
"The signalling axis mediating neuronal apoptosis in response to [Pt(O,O′-acac)(γ-acac)(DMS)]",Biochemical Pharmacology,29.0,Italy,"[Pt(O,O′-acac)(γ-acac)(DMS)], Apoptosis, MAPKs, PKCs, ROS, SH-SY5Y",2011
Cytotoxic activities of O-cholesteryl-O-phenyl-N-phenyl-phosphoramidate and its organometallic TIN(IV) derivatives,Metal-Based Drugs,1.0,Mexico,,2001
"Chiral 1,4-dicarbonyl-2,3-O-isopropylidene derivatives. Rapid racemization on standing",Tetrahedron,9.0,Argentina,"Carbohydrates, Epimerization, Nucleosides, Racemization",1999
Structure and gene cluster of the O-antigen of Enterobacter cloacae G3422,Carbohydrate Research,2.0,"China, Russian Federation","Bacterial polysaccharide structure, Enterobacter cloacae, Lipopolysaccharide, O-antigen, O-antigen gene cluster, Solvolysis",2021
"The platinum (II) complex [Pt(O,O'-acac)(γ-acac)(DMS)] alters the intracellular calcium homeostasis in MCF-7 breast cancer cells",Biochemical Pharmacology,56.0,Italy,"[Ca2+]i homeostasis, [Pt(O,O'-acac)(γ-acac)(DMS)], ATP, MCF-7, PKC-α, PMCA, ROS",2011
"Identification of 4,5-didemethyl-4-O-α-D-glucopyranosylsimmondsin and pinitol α-D-galactosides in jojoba seed meal (Simmondsia chinensis)",Journal of Agricultural and Food Chemistry,12.0,"Belgium, United States","Jojoba meal, Pinitol α-D-galactosides, Simmondsia chinensis, Simmondsins, Water soluble carbohydrates",2001
"Glycosylation using 2-azido-3,4,6-tri-O-benzyl-2-deoxy-D-glucose, - galactose, and -mannose with the aid of p-nitrobenzenesulfonyl chloride- silver trifluoromethanesulfonate-triethylamine system",Bulletin of the Chemical Society of Japan,24.0,Japan,,1999
"4,5-Di-O-Caffeoylquinic Acid from Ligularia fischeri Suppresses Inflammatory Responses Through TRPV1 Activation",Phytotherapy Research,19.0,,"4,5-di-O-caffeoylquinic acid, COX-2, Ligularia fischeri (Ledeb.) Turcz, TRPV1",2017
"(R,S)-Reticuline 7-O-methyltransferase and (R,S)-norcoclaurine 6-O-methyltransferase of Papaver somniferum - cDNA cloning and characterization of methyl transfer enzymes of alkaloid biosynthesis in opium poppy",Plant Journal,137.0,"Germany, Thailand","(R,S)-reticuline 7-O-methyltransferase, Alkaloid biosynthesis, Norcoclaurine 6-O-methyltransferase, Opium poppy, Papaver somniferum",2003
"The hexosamine signaling pathway: deciphering the ""O-GlcNAc code"".",Science's STKE : signal transduction knowledge environment,400.0,United States,,2005
Increased O-GlcNAc levels correlate with decreased O-GlcNAcase levels in Alzheimer disease brain,Biochimica et Biophysica Acta - Molecular Basis of Disease,55.0,"Germany, United States","Alzheimer disease, O-GlcNAc, O-GlcNAcase",2014
"Calcium(II)-mediated resolution of methyl o-chloromandelate with chiral O,O′-dibenzoyltartaric acid in preparative scale",Main Group Metal Chemistry,0.0,China,"calcium(II), coordination, methyl (R)-o-chloromandelate, methyl (S)-o-chloromandelate, O,O′-dibenzoyltartaric acid, resolution",2019
"Synthesis of Methyl 2-O-Benzoyl-3,5-di-O-benzyl-α-L-talofuranoside",Russian Journal of Organic Chemistry,0.0,"Russian Federation, Tajikistan","methyl 2-O-benzoyl-3,5-di-O-benzyl-α-L-talofuranoside, methyl 3,5-di-O-benzyl-1,2-O-isopropylidene-α-L-talofuranoside, modified nucleosides",2024
Synthesis of 1‐O‐alkyl‐3‐O‐phosphorylethanolamine‐2‐propanone and related derivatives,Journal of Pharmaceutical Sciences,1.0,United States,"1‐O‐Alkyl‐3‐O‐phosphorylethanolamine‐2‐propanones—synthesis, characterization, ketal derivatives, 1‐O‐Hexadecyl‐3‐O‐phosphorylethanolamine‐2‐propanone—synthesis, characterization, ketal derivative, 1‐O‐Octadecyl‐3‐O‐phosphorylethanolamine‐2‐propanone—synthesis, characterization, ketal derivative, Keto phospholipids—synthesis, characterization, Phospholipids, keto—synthesis, characterization",1972
Arabidopsis thaliana β-glucosidase BGLU15 attacks flavonol 3-O-β-glucoside-7-O-α-rhamnosides,Phytochemistry,39.0,Canada,"Arabidopsis, Arabidopsis thaliana, Cruciferae: β-glucosidase, Flavonol bisglycosides, Flavonol catabolism",2015
O-GlcNAcylation and Its Roles in Neurodegenerative Diseases,Journal of Alzheimer's Disease,3.0,China,"Alzheimer's disease, neurodegenerative diseases, O-GlcNAc transferase, O-GlcNAcase inhibitors, O-GlcNAcylation, Parkinson's disease",2024
Hyper-O-GlcNAcylation inhibits the induction of heat shock protein 70 (Hsp 70) by sodium arsenite in HeLa cells,Biological and Pharmaceutical Bulletin,2.0,Japan,"Arsenite, Heat shock protein 70, O-linked β-N-acetylglucosamine (O-GlcNAc), Stress response",2014
"Synthesis, analytical characterization and use of octakis(2,3-di-O-methyl-6-O-sulfo)-γ-cyclodextrin, a novel, single-isomer, chiral resolving agent in low-pH background electrolytes",Electrophoresis,29.0,United States,"Enantiomer separations, Octakis(2,3-di-O-methyl-6-Osulfo)-γ-cyclodextrin, Single-isomer sulfated cyclodextrin, Sulfated γ-cyclodextrin",2003
"A facile protocol for direct conversion of unprotected sugars into phenyl 4,6-O-benzylidene-per-O-acetylated-1,2-trans-thioglycosides",Carbohydrate Research,15.0,Denmark,"Benzylidenation, Crystallisation, Phenyl 1-thio-β-glycosides, Quick access, Scale up",2003
"Enzymatic analysis of the protein O-Glycosyltransferase, rumi, acting toward epidermal growth factor-like (EGF) repeats",Methods in Molecular Biology,3.0,United States,"Epidermal growth factor-like (EGF) repeats, O-Glucose, O-Xylose, Protein folding, Protein O-glycosyltransferase",2013
Thermal decomposition mechanism of O-acetyl-4-O-methylglucurono-xylan,Journal of Molecular Modeling,6.0,China,"DFT, Hemicellulose, Mayer bond order, O-acetyl-4-O-methylglucurono-xylan",2019
"Different inter-action motifs of dipolar S=O⋯C=O contacts that associate diastereomers of 2,4(6)-di-O-benzoyl-6(4)-O-{[(1S)-7,7-dimethyl-2-oxo- bicyclo-[2.2.1]heptan-1-ylmethyl]-sulfon-yl}-myo-inositol 1,3,5-orthoacetate",Acta Crystallographica Section C: Crystal Structure Communications,7.0,India,,2007
POFUT1-mediated O-fucosylation of glycoproteins expressed in the baculovirus Sf9 insect cell expression system,Journal of Biotechnology,0.0,France,Baculovirus/ EGF-like domain/ Recombinant proteins/ O-fucosylation/ POFUT1,2024
"Structure elucidation and gene cluster annotation of the O-antigen of Pseudomonas veronii SHC-8-1 containing 2-acetamido-2,4,6-trideoxy-4-(3,5-dihydroxyhexanoylamino)-D-glucose",Carbohydrate Research,0.0,Russian Federation,"Bacterial polysaccharide structure, Lipopolysaccharide, O-antigen, O-antigen gene cluster, O-specific polysaccharide, Pseudomonas veronii",2021
Separation of [Sp]-3'-O-(5'-dimethoxytritylthymidyl)-5'-O-(3'camphanoyl thymidyl)-O-methyl phosphite.,Nucleic acids symposium series,5.0,Poland,,1991
Action of a library of O-glycosylation inhibitors on the growth of human colorectal cancer cells in culture,Biochemical Society Transactions,11.0,United Kingdom,"Benzyl-O-N-acetyl-D-galactosamine, Cell growth, Colorectal cancer, Inhibition, O-glycosylation",2005
BPS: A performance metric of I/O system,"Proceedings - IEEE 27th International Parallel and Distributed Processing Symposium Workshops and PhD Forum, IPDPSW 2013",1.0,United States,"I/O metrics, I/O performance evaluation, parallel I/O system",2013
"A novel nitroimidazole compound formed during the reaction of peroxynitrite with 2′,3′,5′-tri-O-acetyl-guanosine",Journal of the American Chemical Society,58.0,United States,,2001
8-Hydroxylated flavone O-glycosides and other flavonoids in chemotypes of Gratiola officinalis,Phytochemistry,23.0,"Spain, United Kingdom","8-hydroxychrysoeriol 7-O-sophoroside, 8-hydroxychrysoeriol 8-O-glucuronide, chemotaxonomy., chemotypes, flavone C-glycosides, flavone O-glycosides, Gratiola officinalis, hypolaetin 7-O-sophoroside, isoscutellarein 7-O-sophoroside, Scrophulariaceae",1993
Backup server using direct I/O scheme,"International Conference on Advanced Communication Technology, ICACT",0.0,,"Backup, Direct I/O, O-DIRECT, Raw I/O, Server",2011
O-GlcNAc is required for the survival of primed pluripotent stem cells and their reversion to the naïve state,Biochemical and Biophysical Research Communications,15.0,Japan,"Embryonic stem cells, ESC-derived epiblast stem cells, O-GlcNAc, O-GlcNAc transferase, O-GlcNAcase",2016
Structure and gene cluster annotation of the O-antigen of Aeromonas sobria strain K928 isolated from common carp and classified into the new Aeromonas PGO1 serogroup,Carbohydrate Research,2.0,Poland,"Aeromonas, Fucp3N, NMR spectroscopy, O-antigen, O-antigen gene cluster, Wzx/Wzy pathway",2023
"Substituted 5-hydroxypyrimidines and their O,O-diethylphosphoric acid-, O,O-diethylphosphorothioic acid- and N,N-dimethylcarbamic acid esters; [Substituierte 5-Hydroxypyrimidine und ihre O,O-Diethylphosphorsäure-, O,O-Diethylthiophosphorsäure-und N,N-Dimethylcarbamidsäureester]",Monatshefte für Chemie Chemical Monthly,2.0,Austria,"Carbamates, N,N-dimethyl-O-pyrimidin-5-yl-, Pyrimidines, 4-chloro-5-hydroxy-, O,O-diethylphosphoric acid esters, O,O-diethylphosphorothioic acid esters",1988
Identification and analysis of O-acetylated sialoglycoproteins,Methods in Molecular Biology,7.0,India,"Acetylacetone method, Achatinin-H, Crab lectin, Fluorimetric high-performance liquid chromatography (HPLC), Influenza C hemagglutinin-esterase, Mild periodic acid Schiff (mPAS) staining, O-acetylated sialic acid, O-acetylated sialic acid-binding lectin, O-acetylated sialoglycoprotein (O-AcSGP), Sequencing, Sialic acid-binding lectin, Siglecs",2013
Understanding I/O performance using I/O skeletal applications,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9.0,"Georgia, Jersey, United States",,2012
Revealing applications' access pattern in collective I/O for cache management,Proceedings of the International Conference on Supercomputing,18.0,United States,"collective i/o, high performance computing, parallel i/o",2014
Enzymatic characterization of O-GlcNAcase isoforms using a fluorogenic GlcNAc substrate,Carbohydrate Research,76.0,United States,"FDGlcNAc, MUGlcNAc, O-GlcNAc, O-GlcNAcase, OGT, pNP-β-GlcNAc, v-O-GlcNAcase",2006
Nature-Inspired O-Benzyl Oxime-Based Derivatives as New Dual-Acting Agents Targeting Aldose Reductase and Oxidative Stress,Biomolecules,16.0,"France, Italy, South Africa","Aldose reductase, Aldose reductase inhibitors, Anti-oxidants, Benzaldehyde O-benzyl oximes, Multifunctional compounds",2022
GrIOt: Graph-based Modeling of HPC Application I/O Call Stacks for Predictive Prefetch,ACM International Conference Proceeding Series,0.0,France,"High Performance Computing, I/O Call Stacks, I/O Instrumentation, I/O Modeling, I/O Prediction, Predictive Prefetch",2023
"[Pt(O,O′-acac)(γ-acac)(DMS)], a new Pt compound exerting fast cytotoxicity in MCF-7 breast cancer cells via the mitochondrial apoptotic pathway",British Journal of Pharmacology,72.0,Italy,"[Pt(O,O′-acac)(γ-acac)(DMS)], Bcl-2, Bid, Breast, Caspases, Cisplatin, MCF-7, Mitochondrial apoptotic pathway",2008
Synthesis of P1-(11-phenoxyundecyl)-P2-(2-acetamido-2-deoxy-3-O-α-D-rhamnopyranosyl-α-D-glucopyranosyl) diphosphate and P1-(11-phenoxyundecyl)-P2-(2-acetamido-2-deoxy-3-O-β-D-galactopyranosyl-α-D-galactopyranosyl) diphosphate for the investigation of biosynthesis of O-antigenic polysaccharides in Pseudomonas aeruginosa and Escherichia coli O104,Carbohydrate Research,6.0,"Canada, Russian Federation","Chemical synthesis, Enterobacterial glycosyltransferases, Escherichia coli O104, P<sup>1</sup>- (11-phenoxyundecyl) -P<sup>2</sup>-(2-acetamido-2-deoxy-3-O-α-D-rhamnopyranosyl-α-D-glucopyranosyl) diphosphate, P<sup>1</sup>-(11-phenoxyundecyl) -P<sup>2</sup>-(2-acetamido-2-deoxy-3-O-β-D-galactopyranosyl-α-D-galactopyranosyl) diphosphate, Pseudomonas aeruginosa",2017
Structure and genetics of the O-antigen of Enterobacter cloacae K7 containing di-N-acetylpseudaminic acid,Carbohydrate Research,1.0,Russian Federation,"Bacterial polysaccharide structure, Enterobacter cloacae, O-antigen, O-antigen gene cluster, Pseudaminic acid",2021
"Syntheses and Characterization of Diastereoisomers of 2′‐O‐Methyladenylyl‐3′,5′‐2′‐O‐Methyladenosine Methyl Phosphonates and 2′‐O‐Methyladenylyl‐3′,5′‐2′‐O‐Methyladenosine Ethylphosphotriesters",Journal of the Chinese Chemical Society,1.0,Japan,"2′‐O‐Methladcnylyl‐3′,5′‐2′‐O‐methladenosine ethyl phosphotricsters, 2′‐O‐Methyladenylyl‐3′,5′‐2′‐O‐methyladcnosine methyl phosphonates, CD, NMR, Syntheses, UV",1993
Chemical studies on minor components of shengjimycins III. Isolation and structure identification of a novel 4″-O-acylspiramycin antibiotic: Shengjimycin B0,Chinese Journal of Antibiotics,4.0,China,"4″-O-(3-methyl-2-butenyl) spiramycin II, Shengjimycins, Structure identification",2003
Nano-pesticide carrier O-Carboxymethyl chitosan is indigestible in Apis cerana cerana and affects intestinal flora,Science of the Total Environment,3.0,China,"Apis cerana cerana, Intestinal flora, O-Carboxymethyl chitosan nanoparticles, Oxidative stress",2023
Synthesis and in vitro antitumour activity of 4(R)-methyl-3-O-phosphonomethyl-α-L-threose nucleosides,European Journal of Medicinal Chemistry,3.0,"Belgium, China","Antitumour activity, D-xylose, Mechanistic investigations, α-L-threose nucleoside phosphonate analogs",2021
The role of atypical cannabinoid ligands o-1602 and o-1918 on skeletal muscle homeostasis with a focus on obesity,International Journal of Molecular Sciences,10.0,Australia,"Atypical Cannabinoids, GPR18, O-1602, O-1918, Obesity and skeletal muscle",2020
The Repair of the Tobacco Specific Nitrosamine Derived Adduct O 6-[4-Oxo-4-(3-pyridyl)butyl]guanine by O 6-Alkylguanine-DNA Alkyltransferase Variants,Chemical Research in Toxicology,60.0,United States,,2004
"μ-glycine-O:O′-di-μ-oxo-bis[(glycinato-N,O) oxomolybdenum(V)]","Acta Crystallographica, Section C: Crystal Structure Communications",12.0,China,,2000
"A new method for the synthesis of nucleoside 2′,3′-O,O-cyclic phosphorodithioates via aryl cyclic phosphites as intermediates",Tetrahedron Letters,11.0,"Poland, Sweden","Cyclic phosphates, Dithiophosphates, Nucleosides, Nucleotides",2001
"A general and efficient route to 3′-deoxy-3′-N-, S-, and C-substituted altropyranosyl thymines from 2′,3′-O-anhydro-mannopyranosylthymine",Tetrahedron,4.0,India,,2007
Implementation and evaluation of MPI nonblocking collective I/O,"Proceedings - 2015 IEEE/ACM 15th International Symposium on Cluster, Cloud, and Grid Computing, CCGrid 2015",4.0,United States,"Extended generalized request, MPI I/O, Nonblocking collective I/O, State machine, Two-phase method",2015
O-linked glycans in drosophila development: Overview,Glycoscience: Biology and Medicine,3.0,United States,"Drosophila, Dystroglycan, Mucin-type O-glycan, O-GalNAc, O-glycan, O-mannose, PGANT, POMT, PpGalNAcT",2015
Structure-activity relationships of C-17-substituted estratriene-3-O- sulfamates as anticancer agents,Journal of Medicinal Chemistry,18.0,"France, United Kingdom",,2011
"Inhibitory effect of novel 5-O-acyl juglones on mammalian DNA polymerase activity, cancer cell growth and inflammatory response",Bioorganic and Medicinal Chemistry,17.0,Japan,"5-O-Acyl juglone, Anti-cancer, Anti-inflammation, DNA polymerase, Enzyme inhibitor",2011
Heterogeneity-Aware Collective I/O for Parallel I/O Systems with Hybrid HDD/SSD Servers,IEEE Transactions on Computers,9.0,"China, United States","collective I/O, I/O middleware, Parallel I/O system, solid state drive",2017
"The O-acetylation patterns in the O-antigens of Hafnia alvei strains PCM 1200 and 1203, serologically closely related to PCM 1205",Carbohydrate Research,11.0,"Poland, Sweden","Hafnia alvei: lipopolysaccharide, High-resolution magic angle spinning, HR-MAS, O-acetylation, O-antigen, Serology",2004
"Cytochrome P450 2B isoenzymes are responsible for the pulmonary bioactivation and toxicity of butylated hydroxytoluene, O,O,S- trimethylphosphorothioate and methylcyclopentadienyl manganese tricarbonyl",Journal of Pharmacology and Experimental Therapeutics,22.0,United Kingdom,,1993
O-GlcNAcylation as a Therapeutic Target for Alzheimer’s Disease,NeuroMolecular Medicine,41.0,"Australia, Singapore","Alzheimer’s disease, Glucose metabolism, Neurodegeneration, O-GlcNAc, O-GlcNAcylation",2020
I/O threads to reduce checkpoint blocking for an electromagnetics solver on Blue Gene/P and Cray XK6,"Proceedings of the 2nd International Workshop on Runtime and Operating Systems for Supercomputers, ROSS 2012 - In Conjunction with: ICS 2012",5.0,United States,"checkpointing, fault tolerance, MPI/pthread, parallel I/O",2012
"Synthesis of kaempferol 3- O -(3″,6″-Di- O - E - p -coumaroyl)-β- D -glucopyranoside, efficient glycosylation of flavonol 3-OH with glycosyl o -alkynylbenzoates as donors",Journal of Organic Chemistry,67.0,China,,2010
"Transition metal complexes with bulky 4,6-di-tert-butyl-N-aryl(alkyl)-o-iminobenzoquinonato ligands: Structure, EPR and magnetism",Coordination Chemistry Reviews,322.0,Russian Federation,"Complexes, EPR, Magnetochemistry, O,N-ligands, o-Amidophenolate, o-Iminobenzoquinone, o-Iminobenzosemiquinone, Transition metal, X-ray structure",2009
"Synthesis of the methyl α-glycoside of a trisaccharide mimicking the terminus of the O antigen of Vibrio cholerae O:1, serotype Inaba",Carbohydrate Research,28.0,United States,"O-Antigen, Oligosaccharide, Trisaccharide, Vibrio cholerae O:1",1995
"Identification by gas-liquid chromatography-mass spectrometry of 4-O-acetyl-9-O-lactyl-N-acetylneuraminic acid, a new sialic acid from horse submandibular gland",BBA - General Subjects,16.0,"Germany, Netherlands","(Horse submandibular gland), Acetyl lactose derivative, Acetylneuraminic acid, Gas-liquid chromatography-mass spectrometry, Sialic acid",1980
O-GlcNAc modification affects the ATM-mediated DNA damage response,Biochimica et Biophysica Acta - General Subjects,28.0,Japan,"ATM, O-GlcNAc, Phosphorylation, Radiation",2012
Synthesis of the heteropolysaccharide O antigen of Escherichia coli O52 requires an ABC transporter: Structural and genetic evidence,Journal of Bacteriology,55.0,"Australia, China, Russian Federation",,2004
"Immunochemical studies and gene cluster relationships of closely related O-antigens of Aeromonas hydrophila Pt679, Aeromonas popoffii A4, and Aeromonas sobria K928 strains classified into the PGO1 serogroup dominant in Polish aquaculture of carp and rainbow trout",Carbohydrate Research,1.0,Poland,"Aeromonas, Fucp3NAc, NMR, O-antigen, O-antigen gene cluster, QuiNAc",2023
"Synthesis of (methyl 3-O-benzyl-4,6-O-benzylidene-2-deoxy-α-D-altropyranosid-2-yl)thiophene derivatives as precursors of new iso-C-nucleoside analogues",Journal of Carbohydrate Chemistry,3.0,"Brazil, Germany","Branched-chain sugars, Malononitrile, Nucleoside analogues, Thieno[2.3-d]pyrimidine, Thiopene",2003
"Density functional and ab initio studies of the molecular structure and vibrational spectra of novel O,O′-diethyl-N-(α -aryloxyacetyl)thiophosphoryl-hydrazine herbicides",Journal of Raman Spectroscopy,2.0,China,"Ab initio calculations, Density functional theory, Herbicide",2003
Anhydrides of real and hypothetical [hydroxy(R-O)iodo]benzenes,Inorganic Chemistry,4.0,United States,,2010
"A short synthesis of dipalmitoylphosphatidylinositol 4,5-bisphosphate via 3-O-selective phosphorylation of a 3,4-free inositol derivative",Chemistry Letters,8.0,Japan,,2003
Modulation of synaptic transmission through O-GlcNAcylation,Molecular Brain,1.0,,"O-GlcNAc transferase, O-GlcNAcase, O-GlcNAcylation, Synaptic plasticity, Synaptic transmission",2024
Intracellular protein O-GlcNAc modification integrates nutrient status with transcriptional and metabolic regulation,Advances in Cancer Research,35.0,United States,"Cancer, Hexosamine biosynthetic pathway, Metabolic reprogramming, MGEA5, O-GlcNAc modification, O-GlcNAc transferase, O-GlcNAcase",2015
"Molecular and crystal structure of (2,3,4,6-tetra-O-acetyl-β-d-glucopyranosyl)-(1 → 3)-[2,3,4,6-tetra-O-acetyl-β-d-glucopyranosyl-(1 → 6)]-(2,4-di-O-acetyl-β-d-glucopyranosyl)-(1 → 3)-1,2,4,6-tetra-O-acetyl-β-d-glucopyranose",Carbohydrate Research,6.0,Japan,,1994
"o-Hydroxyarylphosphanes: Strategies for Syntheses of Configurationally Stable, Electronically and Sterically Tunable Ambiphiles with Multiple Applications",Chemistry - A European Journal,0.0,Germany,"catalyses, P,O heterocycles, P,O ligands, phosphanes, synthetic methods",2024
Preparation and reactivity of UV light-reduced Pd/α-Fe2O3 catalyst towards the hydrogenation of o-chloronitrobenzene,Applied Catalysis A: General,30.0,China,"Catalytic hydrogenation, o-Chloronitrobenzene, Pd/α-Fe<sub>2</sub>O<sub>3</sub> catalyst, UV light-induced reduction",2016
Tumor chemopreventive activity of 3-O-acylated (-)-epigallocatechins,Bioorganic and Medicinal Chemistry,17.0,Japan,,2003
"Facile synthesis of de-O-sulfated salacinols: Revision of the structure of neosalacinol, a potent α-glucosidase inhibitor",Bioorganic and Medicinal Chemistry Letters,47.0,"China, Japan","α-Glucosidase inhibitor, De-O-sulfated salacinol, Salacinol, Thiosugar",2009
"Sublethal concentrations of the platinum(II) complex [Pt(O,O′-acac) (γ-acac)(DMS)] alter the motility and induce anoikis in MCF-7 cells",British Journal of Pharmacology,36.0,Italy,"anoikis, MCF-7, motility, p38MAPK, PKC-ε, ROS, [Pt(O,O′-acac)(γ-acac)(DMS)]",2010
Scalable I/O forwarding framework for high-performance computing systems,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",127.0,United States,"I/O forwarding, Leadershipclass machines, Parallel file systems",2009
iShare: Balancing I/O performance isolation and disk I/O efficiency in virtualized environments,Concurrency and Computation: Practice and Experience,10.0,"China, France","disk I/O efficiency, I/O performance isolation, I/O scheduling, virtualization",2016
Hexosamine biosynthetic pathway promotes the antiviral activity of SAMHD1 by enhancing O-GlcNAc transferase-mediated protein O-GlcNAcylation,Theranostics,40.0,China,"Antiviral immunity, Hepatitis B virus, Hexosamine biosynthetic pathway, O-linked β-N-acetylglucosamine modification, Sterile alpha motif and histidine/aspartic acid domain-containing protein 1",2020
Novel flavonol-3-O-methylethers from Zanthoxylum pistaciifolium Griseb. (Rutaceae),Natural Product Research,3.0,"Belgium, Cuba","antifungal, antitrypanosomal, cytotoxicity, flavonoids, Zanthoxylum pistaciifolium",2022
Lithocholate-3-O-glucuronide-induced cholestasis - A study with congenital hyperbilirubinemic rats and effects of ursodeoxycholate conjugates,Digestive Diseases and Sciences,18.0,Japan,"cholestasis, congenital hyperbilirubinemic rat, lithocholate-3-O-glucuronide, tauroursodeoxycholate, ursodeoxycholate-3-O-glucuronide",1993
Synthesis of 3-OH-6-O-methylerythro-mycin by one-step process,Xiandai Huagong/Modern Chemical Industry,1.0,China,"2′,4″-O-bis(trimethylsilyl)-6-O-methylerythromycin A 9-O-(1-ethoxycyclohexyl) oxime, 3-OH-6-O-methylerythromycin, Clathromycin",2006
"A unique sugar l-perosamine (4-amino-4,6-dideoxy-l-mannose) is a compound building two o-chain polysaccharides in the lipopolysaccharide of aeromonas hydrophila strain JCM 3968, serogroup O6",Marine Drugs,7.0,Poland,"Aeromonas hydrophila, Endotoxin, L-perosamine, L-Rha4NAc, Lipopolysaccharide (LPS), MALDI-TOF mass spectrometry, NMR spectroscopy, O-antigen, O-polysaccharide, Structure elucidation",2019
Structure of the O-polysaccharide of Salmonella enterica O41,Carbohydrate Research,4.0,"China, Russian Federation","2-Acetamido-2,6-dideoxy-l-glucose, O-Antigen, O-Antigen gene cluster, O-Polysaccharide structure, Salmonella enterica",2010
                         Insights on the ultra high antibacterial activity of positionally substituted 2′-O-hydroxypropyl trimethyl ammonium chloride chitosan: A joint interaction of -NH                         2                          and -N                         +                         (CH                         3                         )                         3                          with bacterial cell wall                     ,Colloids and Surfaces B: Biointerfaces,31.0,China,"2′-O-Hydroxypropyl trimethyl ammonium chloride chitin, 2′-O-Hydroxypropyl trimethyl ammonium chloride chitosan, Antibacterial mechanism, Minimum bactericidal concentration, Minimum bacteriostatic concentration",2019
"Synthesis, antitubulin, and antiproliferative SAR of analogues of 2-methoxyestradiol-3,17- O, O -bis-sulfamate",Journal of Medicinal Chemistry,40.0,"France, United Kingdom, United States",,2010
The variation of O antigens in gram-negative bacteria,Sub-Cellular Biochemistry,74.0,China,"Gram-negative bacteria, O antigen, O antigen diversity, O antigen gene cluster, Structure",2010
"Calix[4]arene-assisted KOH-catalyzed synthesis of O,O-dialkyl-Se-aryl phosphoroselenoates",Journal of Organometallic Chemistry,9.0,China,"Calix[4]arene 3, Diaryl diselenide, KOH, O,O-Dialkyl-Se-aryl phosphoroselenoate, O,O-Dialkylphosphonate",2016
"Structures and genetics of Kdo-containing O-antigens of Cronobacter sakazakii G2706 and G2704, the reference strains of serotypes O5 and O6",Carbohydrate Research,21.0,Russian Federation,"3-Deoxy-D-manno-oct-2-ulosonic acid, Bacterial polysaccharide structure, Cronobacter sakazakii, Lipopolysaccharide, O-Antigen gene cluster, O-Polysaccharide",2011
"An improved method for the preparation of 3-O-benzyl-6-O-pivaloyl-α-D-glucopyranose 1,2,4-orthopivalate",Carbohydrate Research,16.0,Japan,"3-O-Benzyl-6-O-pivaloyl-α-D-glucopyranose 1,2,4-orthopivalate, Cellulose synthesis, Intramolecular orthoesterification, Regioselective pivaloylation",2002
Range-BW: I/O scheduler for predicable disk I/O bandwidth,"2010 2nd International Conference on Computer Engineering and Applications, ICCEA 2010",4.0,Japan,"I/O bandwidth control, I/O controller, Range-BW, Service stability",2010
Modulation of transcription factor function by O-GlcNAc modification,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,205.0,United States,"Hexosamine, O-GlcNAc, OGA, OGT, Transcription, Transcription factor",2010
Water-soluble 3-O-(2-methoxyethyl)cellulose: synthesis and characterization,Carbohydrate Research,23.0,Germany,"3-O-(2-Methoxyethyl)cellulose, NMR spectroscopy, Regioselective synthesis, Size-exclusion chromatography, Thexyldimethylsilyl protecting group",2008
A two-layered machine learning method to identify protein O-GlcNAcylation sites with O-GlcNAc transferase substrate motifs,BMC Bioinformatics,43.0,Australia,"O-GlcNAc transferase (OGT), O-GlcNAcylation, O-linked glycosylation, Profile hidden Markov model, Substrate motif, Support vector machine",2015
Excessive O-GlcNAcylation Causes Heart Failure and Sudden Death,Circulation,82.0,"Georgia, Greece, United States","CaMKII, cardiac arrhythmia, heart failure, hypertension, hypertrophy, post-translational protein processing, Uridine diphosphate N-acetylglucosamine",2021
"O,O,S‐Trimethyl Phosphorothioate Increases Ca2+ Independent Nitric Oxide Synthase Activity in the Lung but Decreases Ca2+/Calmodulin Dependent Type in the Cerebellum in Fischer 344 Rats",Pharmacology & Toxicology,1.0,Japan,,1994
Three new O-methyltransferases are sufficient for all O-methylation reactions of ipecac alkaloid biosynthesis in root culture of Psychotria ipecacuanha,Journal of Biological Chemistry,40.0,"Japan, United States",,2010
"2-Meth-oxy-3-methyl-6-oxo-4-(2,3,4-tri-O-acetyl-Β-d-xylopyran- osylamino)-1,6-dihydro-pyrimidine-5-carbaldehyde 0.065-hydrate and 2-methyl-sulfanyl-6-oxo-4-(2,3,4-tri-O-acetyl-Β-d-xylopyran-osylamino)-1, 6-dihydro-pyrimi-dine-5-carbaldehyde: Hydrogen-bonded structures in one or three dimensions",Acta Crystallographica Section C: Crystal Structure Communications,0.0,"Spain, United Kingdom",,2009
