id,year,title,publicationname,citedbycount,asia,oceania,europe,north_america,south_america,africa,keywords_list,cluster,keyword_category
288,2021,Improved stability of zeolitic imidazolate framework-8 photocatalytic coating on polyurethane foam via polyelectrolyte multilayer surface modification,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2,3,0,0,0,0,0,"['Layer-by-layer deposition', 'Photocatalyst', 'Polyurethane foam', 'ZIF-8']",1,Medical and Technological Advances
289,2021,Interactions between natural organic matter fractions and nanoscale zero-valent iron,Science of the Total Environment,8,3,0,0,1,0,0,"['Fractionation', 'Groundwater', 'Nanoscale zero-valent iron', 'Natural organic matter', 'Reactivity', 'Suwannee River']",1,Medical and Technological Advances
290,2021,Rate of Cornea Endothelial Cell Loss and Biomechanical Properties in Fuchs' Endothelial Corneal Dystrophy,Frontiers in Medicine,2,2,0,0,0,0,0,"['corneal biomechanics', 'corneal endothelial cell loss', 'corvis', 'FECD', ""fuchs' endothelial dystrophy""]",2,Cell Biology and Biochemistry
291,2021,Preferential and persistent impact of acute HIV-1 infection on CD4+ iNKT cells in colonic mucosa,Proceedings of the National Academy of Sciences of the United States of America,1,4,0,2,5,0,0,"['ART', 'Gut', 'HIV-1', 'Immune activation', 'INKT cells']",1,Medical and Technological Advances
292,2021,Kinetic study of selected microorganisms and quality attributes during cold storage of mango and passion fruit smoothie subjected to dimethyl dicarbonate,International Journal of Food Microbiology,4,1,0,0,1,0,0,"['Cold storage', 'Dimethyl dicarbonate', 'Kinetic model', 'Pathogenic microorganism', 'Physicochemical properties', 'Smoothie']",1,Medical and Technological Advances
293,2021,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand",Trends in Sciences,1,5,0,0,1,0,0,"['Batrachoididae', 'Histology', 'Oocytes', 'Reproductive cycle', 'Sperm', 'Thailand']",1,Medical and Technological Advances
294,2021,Mechanical performance and optimization of high-volume fly ash concrete containing plastic wastes and graphene nanoplatelets using response surface methodology,Construction and Building Materials,50,3,0,0,0,0,0,"['Graphene nanoplatelets', 'High-volume fly ash', 'HVFA concrete', 'Plastic waste', 'Response surface methodology']",1,Medical and Technological Advances
295,2021,"Development of reactive iron-coated natural filter media for treating antibiotic residual in swine wastewater: Mechanisms, intermediates and toxicity",Journal of Environmental Management,6,6,0,0,0,0,0,"['Antibiotic', 'Degradation pathway', 'Heterogeneous fenton-like reaction', 'Iron-coated catalyst', 'Swine wastewater', 'Toxicity test']",1,Medical and Technological Advances
296,2021,Pyrolysis of sewage sludge for sustainable biofuels and value-added biochar production,Journal of Environmental Management,34,8,0,1,0,0,0,"['Bio-oil', 'Biochar', 'Kinetic modeling', 'Pyrolysis', 'Pyrolysis gas', 'Sewage sludge']",1,Medical and Technological Advances
297,2021,Characterization of nilpotent Lie algebras of breadth 3 over finite fields of odd characteristic,Journal of Algebra,4,3,0,0,0,0,0,"['Breadth', 'Finite fields', 'Nilpotent Lie algebras']",1,Medical and Technological Advances
298,2021,A biorefinery approach for high value-added bioproduct (astaxanthin) from alga Haematococcus sp. and residue pyrolysis for biochar synthesis and metallic iron production from hematite (Fe2O3),Fuel,5,7,0,1,0,0,0,"['Biochar', 'Microalgae Haematococcus lacustris', 'Natural astaxanthin', 'Pyrolysis', 'Thermogravimetric analysis (TGA)']",1,Medical and Technological Advances
299,2021,Variation of the mangrove sediment microbiomes and their phenanthrene biodegradation rates during the dry and wet seasons,Environmental Pollution,12,4,0,0,0,0,0,"['Biodegradation rate', 'Mangrove sediment', 'Phenanthrene', 'Phenanthrene-degrading bacteria', 'Seasonal effect']",1,Medical and Technological Advances
300,2021,Performance of CaO catalyst prepared from magnetic-derived CaCO3 for biodiesel production,Fuel,21,2,0,0,0,0,0,"['Aragonite/calcite ratio', 'Biodiesel production', 'Calcium oxide', 'Magnetic fields', 'Quantitative analysis', 'Solid catalyst']",1,Medical and Technological Advances
301,2021,Resistome characterization of Flavobacterium columnare isolated from freshwater cultured Asian sea bass (Lates calcarifer) revealed diversity of quinolone resistance associated genes,Aquaculture,3,4,0,0,0,0,0,"['Antimicrobial resistance', 'Asian sea bass', 'Flavobacterium columnare', 'Quinolones', 'Resistome']",1,Medical and Technological Advances
302,2021,"The Feasibility of Ultrasonographic Diaphragmatic Excursion in Healthy Dogs: Effect of Positioning, Diaphragmatic Location, and Body Weight of Dogs",Frontiers in Veterinary Science,0,2,0,0,0,0,0,"['canine', 'diaphragm', 'movement', 'normal', 'ultrasound']",0,Sustainability and Diversity
303,2021,"Barrier Island Sediments Reveal Storm Surge and Fluvial Flood Events in the Past Centuries at Thua Thien Hue, Central Vietnam",Frontiers in Ecology and Evolution,2,4,0,1,0,0,0,"['barrier island', 'fluvial flood deposit', 'OSL dating', 'storm deposit', 'Vietnam']",1,Medical and Technological Advances
304,2021,Simultaneous production of hydrogen and carbon nanotubes from biogas: On the effect of Ce addition to CoMo/MgO catalyst,International Journal of Hydrogen Energy,8,6,0,0,0,0,0,"['Biogas', 'Carbon nanotubes', 'Ce addition', 'CO2 methanation', 'CVD', 'Hydrogen']",1,Medical and Technological Advances
305,2021,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand,Frontiers in Public Health,0,3,0,0,1,0,0,"['acupuncture–therapy', 'dose–response', 'melasma', 'melasma area and severity index', 'Thailand']",1,Medical and Technological Advances
306,2021,Genetic diversity of blue-spotted mudskipper (Boleophthalmus boddarti) populations in Gulf of Thailand,Agriculture and Natural Resources,1,3,0,1,0,0,0,"['Blue-spotted mudskipper', 'Control region', 'Gene flow', 'Genetic diversity', 'Gulf of Thailand']",1,Medical and Technological Advances
307,2021,"A Systematic Review and Meta-analysis of Randomized Controlled Trials of United States Food and Drug Administration-Approved, Home-use, Low-Level Light/Laser Therapy Devices for Pattern Hair Loss: Device Design and Technology",Journal of Clinical and Aesthetic Dermatology,3,4,0,0,0,0,0,"['androgenetic alopecia', 'FDA-approved LLLT devices', 'hair loss', 'low-level laser therapy', 'low-level light therapy', 'Pattern hair loss']",1,Medical and Technological Advances
308,2021,Effects of water temperature rise on energy budget allocation in Pacific white shrimp (Litopenaeus vannamei),Songklanakarin Journal of Science and Technology,0,4,0,0,0,0,0,"['energy expenditure', 'global warming', 'growth performance', 'oxygen consumption', 'thermal stress']",1,Medical and Technological Advances
309,2021,Structural and morphological characterization of Thai monazite ore processing samples,Songklanakarin Journal of Science and Technology,0,3,0,0,0,0,0,"['characterization', 'monazite ore processing', 'morphological', 'rare earth element', 'structural']",4,Public Health and Epidemiology
310,2021,Identification of highly potent α-glucosidase inhibitors from Garcinia schomburgkiana and molecular docking studies,Songklanakarin Journal of Science and Technology,0,7,0,0,0,0,0,"['Clusiaceae', 'Garcinia schomburgkiana', 'molecular docking calculation', 'α-glucosidase inhibition']",1,Medical and Technological Advances
311,2021,Genetic variation of Boesenbergia rotunda (L.) Mansf. from Thailand based on essential oil compositions and internal transcribed spacer sequences,Songklanakarin Journal of Science and Technology,1,4,0,0,0,0,0,"['Boesenbergia rotunda', 'essential oil', 'genetic variation', 'ITS sequences']",1,Medical and Technological Advances
312,2021,Numerical simulations on potential application of ground source heat pumps with vertical ground heat exchangers in Bangkok and Hanoi,Energy Reports,7,10,0,0,0,0,0,"['Ground source heat pump', 'Southeast Asia', 'Space cooling', 'Thermal response test']",1,Medical and Technological Advances
313,2021,Local inflammatory mediators alterations induced by Daboia siamensis venom,Toxicon: X,0,2,0,0,0,0,0,"['Cyclooxygenase', 'Daboia siamensis venom', 'Eicosanoids', 'Local inflammatory mediators']",1,Medical and Technological Advances
314,2021,Catalytic behavior of La2O3-promoted SO42− /ZrO2 in the simultaneous esterification and transesterification of palm oil,Energy Reports,9,3,0,0,0,0,0,"['Biodiesel', 'La2O3', 'Simultaneous esterification and transesterification', 'SO42−/ZrO2', 'Solid catalyst']",1,Medical and Technological Advances
315,2021,Proportion and Factors Associated with Anxiety in Women with Abnormal Cervical Cancer Screening at King Chulalongkorn Memorial Hospital,Thai Journal of Obstetrics and Gynaecology,0,2,0,0,0,0,0,"['Abnormal cervical cancer screening', 'Anxiety', 'Jalowiec coping scale', 'PAP smear', 'The spielberger state-trait anxiety inventory']",1,Medical and Technological Advances
316,2021,A new tool for quality control to monitor contamination of six non-halal meats in food industry by multiplex high-resolution melting analysis (HRMA),NFS Journal,2,5,0,0,0,0,0,"['Adulteration', 'Contamination', 'Halal food', 'Multiplex HRMA', 'Non-halal meat', 'Quality control']",1,Medical and Technological Advances
317,2021,"Phytochemical Composition, Antioxidant and Antityrosinase Activities, and Quantification of (+)-Dihydrokaempferol of Different Parts of Manilkara zapota",Indian Journal of Pharmaceutical Sciences,3,3,0,0,0,0,0,"['Antioxidant', 'Antityrosinase activity', 'Dihydrokaempferol', 'High performance liquid chromatography', 'Manilkara zapota']",1,Medical and Technological Advances
318,2021,Comparison of the effect of hot and thermo-neutral environments on fat oxidation during post-exercise recovery in exercise-trained obese women: A preliminary report,Trends in Sciences,0,3,0,0,0,0,0,"['Environmental temperature', 'Fat oxidation', 'Indirect calorimetry', 'Moderate-intensity exercise training', 'Obesity', 'Post-exercise recovery']",1,Medical and Technological Advances
319,2021,"Novel clonality assays for T cell lymphoma in cats targeting the T cell receptor beta, T cell receptor delta, and T cell receptor gamma loci",Journal of Veterinary Internal Medicine,4,1,0,0,1,0,0,"['cat', 'clonality assay', 'hepatic small cell lymphoma', 'lymphoma', 'multiplex PCR', 'T cell receptor']",0,Sustainability and Diversity
320,2021,Clinical manifestations of early childhood dengue virus infection in Thailand,Medical Journal of Malaysia,1,3,0,0,0,0,0,"['Dengue infection', 'Early childhood', 'Morbidity', 'Mortality', 'Thailand']",1,Medical and Technological Advances
321,2021,TRANSIENT PARADOXICAL WORSENING OF VISION DUE TO GRAVITATIONAL SHIFT OF SUBRETINAL FLUID AFTER PHOTODYNAMIC THERAPY FOR CENTRAL SEROUS CHORIORETINOPATHY,Retinal Cases and Brief Reports,0,2,0,0,1,0,0,"['central serous chorioretinopathy', 'gravitational shift', 'half-dose', 'half-fluence', 'photodynamic therapy', 'subretinal fluid', 'verteporfin']",1,Medical and Technological Advances
322,2021,Outcomes and Prognostic Factors in Patients with Malignant Peripheral Nerve Sheath Tumor,Siriraj Medical Journal,0,3,0,0,0,0,0,"['Malignant peripheral nerve sheath tumor', 'MPNST', 'outcomes', 'prognostic factors', 'survival']",4,Public Health and Epidemiology
323,2021,"Critical care management of pulmonary arterial hypertension in pregnancy: The pre-, peri: The postpartum stages",Acute and Critical Care,6,4,0,0,0,0,0,"['Extracorporeal membrane oxygenation', 'Heart decompensation', 'Pregnancy', 'Pulmonary arterial hypertension', 'Right-sided heart failure', 'Vasodilator agents']",1,Medical and Technological Advances
324,2021,Management of post cholecystectomy bile duct injury: Pertinent factors contributing to good surgical outcomes,Journal of the Medical Association of Thailand,0,3,0,0,0,0,0,"['Bile duct injury', 'Cholecystectomy', 'Surgical management']",1,Medical and Technological Advances
325,2021,Integrating telemedicine in assisting poison center service: Line application,Journal of the Medical Association of Thailand,0,3,0,0,0,0,0,"['Application', 'Line', 'Poison center', 'Telemedicine']",1,Medical and Technological Advances
326,2021,The Use of SGLT2i and GLP-1 RA in patients with type 2 diabetes in thailand: Evidence review and recommendations,Journal of the Medical Association of Thailand,0,6,0,0,0,0,0,"['Cardiovascular diseases', 'Chronic kidney disease', 'Clinical outcomes', 'GLP-1 RA', 'SGLT2i', 'Type 2 diabetes mellitus']",1,Medical and Technological Advances
327,2021,Impact of vitamin d and calcium supplementation on bone mineral density and bone metabolism among thai adolescents with perinatally acquired human immunodeficiency virus (hiv) infection: A randomized clinical trial,Clinical Infectious Diseases,7,9,0,0,0,0,0,"['Bone mass', 'Bone turnover', 'Calcium', 'HIV-infected youth', 'Vitamin D']",1,Medical and Technological Advances
328,2021,Association of air pollution and meteorological variables with the two waves of COVID-19 pandemic in Delhi: A critical analysis,Heliyon,3,2,0,0,0,0,0,"['Air quality', 'COVID-19 successive waves', 'Environmental variables', 'Infection spreading trajectory', 'Reproduction rate']",1,Medical and Technological Advances
329,2021,Adaptability of siamese rosewood and teak seedlings to varying light conditions,Environment and Natural Resources Journal,2,2,0,0,0,0,0,"['Chlorophyll efficiency', 'Relative growth rate', 'Shade and sunlight', 'Siamese Rosewood', 'Teak']",1,Medical and Technological Advances
330,2021,Experimental study on the out-of-plane behavior of brick masonry walls strengthened with mortar and wire mesh: A pioneer study,Infrastructures,4,6,0,1,0,0,1,"['Bricks', 'Cement', 'Clay', 'Energy absorption', 'Flexural capacity', 'Masonry walls', 'Mortar', 'Strengthening', 'Wire mesh']",1,Medical and Technological Advances
331,2021,"Alkyne-tagged apigenin, a chemical tool to navigate potential targets of flavonoid anti-dengue leads",Molecules,4,6,0,0,0,0,0,"['Alkyne-azide cycloaddition', 'Alkyne-tagged flavonoid', 'Dengue virus', 'Drug discovery', 'Fla-vone', 'Target identification']",1,Medical and Technological Advances
332,2021,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and blandm-5-harbouring uropathogenic escherichia coli from cats and dogs in thailand,Antibiotics,9,5,0,0,0,0,0,"['BlaCTX-M', 'Carbapenemase', 'Clones', 'Pet', 'Uropathogenic Escherichia coli']",1,Medical and Technological Advances
333,2021,Sustainable fuel production from steam reforming of waste motor oil over olivine-supported Fe catalyst,Energy Reports,4,3,0,0,0,0,0,"['Fe catalyst', 'Olivine', 'Steam reforming', 'Syngas', 'Waste motor oil']",1,Medical and Technological Advances
334,2021,"Density, viscosity, physical CO2 diffusivity, and CO2 absorption capacity of novel blended N-methyl-4-piperidinol and piperazine solvent",Energy Reports,3,5,0,0,1,0,0,"['Absorption', 'Amine', 'Carbon capture', 'CO2', 'Novel solvent']",1,Medical and Technological Advances
335,2021,The role of in vitro detection of drug-specific mediator-releasing cells to diagnose different phenotypes of severe cutaneous adverse reactions,"Allergy, Asthma and Immunology Research",5,12,0,0,0,0,0,"['Cytokine', 'Diagnosis', 'Drug allergy', 'IFN-γ', 'In vitro', 'T cell']",1,Medical and Technological Advances
336,2021,Leaky gut syndrome is associated with endotoxemia and serum (1→3)-β-d-glucan in severe dengue infection,Microorganisms,11,7,0,0,0,0,0,"['Dengue', 'Endotoxins', 'Intestinal permeability', 'Lactulose-to-mannitol excretion ratio', 'Leaky gut', 'β-D-glucan']",1,Medical and Technological Advances
337,2021,"Catalytic performance of Co, Fe on MCM-41 synthesized from illite waste for gasification of torrefied cassava rhizome",Energy Reports,8,2,0,0,0,0,0,"['Cassava rhizome', 'Cobalt loaded', 'Illite', 'Iron loaded', 'Torrefaction']",1,Medical and Technological Advances
338,2021,Emergence of Dirofilaria repens (Spirurida: Onchocercidae) in dogs in Eastern Thailand,Veterinary World,1,3,0,0,0,0,0,"['Dirofilaria repens', 'Dog', 'Emerging', 'Prevalence', 'Thailand', 'Zoonosis']",1,Medical and Technological Advances
339,2021,Aromatic and aliphatic production of catalytic pyrolysis of lignin using ZSM-5/Al-SBA-15 catalyst derived from high-calcium fly ash,Energy Reports,12,2,0,0,0,0,0,"['Hydrocarbons', 'Kraft lignin', 'Phenolic compounds', 'SBA-15', 'ZSM-5']",1,Medical and Technological Advances
340,2021,Standardized the natural gas data for Thailand's sustainable goal,Energy Reports,0,2,0,0,0,0,0,"['Energy balance', 'Natural gas', 'Supply chain', 'Thailand', 'TIEB']",1,Medical and Technological Advances
341,2021,Selective aromatic production from fast pyrolysis of sugarcane bagasse lignin over ZSM-5 catalyst,Energy Reports,6,2,0,0,0,0,0,"['Aromatic', 'Fast pyrolysis', 'Lignin', 'Organosolv process', 'Sugarcane bagasse', 'ZSM-5']",1,Medical and Technological Advances
342,2021,"Adaptation of a theory-based social networking and gamified app-based intervention to improve pre-exposure prophylaxis adherence among young men who have sex with men in bangkok, thailand: Qualitative study",Journal of Medical Internet Research,1,4,0,0,3,0,0,"['Adherence', 'Mobile health', 'Mobile phone', 'Pre-exposure prophylaxis', 'Young men who have sex with men']",1,Medical and Technological Advances
343,2021,Cardiac surgery associated aki prevention strategies and medical treatment for csa-aki,Journal of Clinical Medicine,12,3,0,4,0,0,0,"['Acute kidney injury (AKI)', 'Cardiac surgery', 'Cardiac surgery associated AKI', 'Cardiovascular', 'Management', 'Prevention', 'Renal']",1,Medical and Technological Advances
344,2021,"Effective connectivity between major nodes of the limbic system, salience and frontoparietal networks differentiates schizophrenia and mood disorders from healthy controls",Journal of Personalized Medicine,10,1,0,1,0,0,0,"['Depression', 'Effective connectivity', 'Mood disorders', 'Psychiatry', 'Salience network', 'Schizophrenia']",1,Medical and Technological Advances
345,2021,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury,Cells,15,3,0,0,0,0,0,"['Cecal ligation and puncture', 'Erythropoietin', 'LPS', 'Macrophages', 'Mortality rate', 'Sepsis']",1,Medical and Technological Advances
346,2021,Particle engineering of chitosan and kaolin composite as a novel tablet excipient by nanoparticles formation and co-processing,Pharmaceutics,0,2,0,0,0,0,0,"['Chitosan', 'Co-processing', 'Kaolin', 'Nanoparticles', 'Spray drying']",1,Medical and Technological Advances
347,2021,Immersion vaccination by a biomimetic-mucoadhesive nanovaccine induces humoral immune response of red tilapia (Oreochromis sp.) against flavobacterium columnare challenge,Vaccines,14,7,0,1,0,0,0,"['Columnaris disease', 'Nano-immersion vaccine', 'Red tilapia', 'Systemic immune response']",1,Medical and Technological Advances
348,2021,"New drug targets to prevent death due to stroke: A review based on results of protein-protein interaction network, enrichment, and annotation analyses",International Journal of Molecular Sciences,6,3,1,4,0,1,0,"['Coagulation', 'Cytokines', 'Hemostasis', 'Inflammation', 'Neuroimmune', 'Protein-protein interactions', 'Stroke']",1,Medical and Technological Advances
349,2021,How do independent directors view generalist vs. specialist CEOs? Evidence from an exogenous regulatory shock,International Review of Financial Analysis,7,3,1,0,1,0,0,"['Board independence', 'Corporate governance', 'Generalist CEOs', 'Independent directors', 'Sarbanes-Oxley', 'Specialist CEOs']",1,Medical and Technological Advances
350,2021,Cytotoxic and anti-inflammatory activities of dihydroisocoumarin and xanthone derivatives from garcinia picrorhiza,Molecules,3,4,0,1,0,0,0,"['Anti-inflammatory', 'Clusiaceae', 'Cytotoxic', 'Garcinia picrorhiza', 'Isocoumarin', 'Xanthone']",1,Medical and Technological Advances
351,2021,The impact of csr on sustainable innovation ambidexterity: The mediating role of sustainable supply chain management and second-order social capital,Sustainability (Switzerland),20,3,0,0,0,0,0,"['Corporate social responsibility (CSR)', 'Mediation', 'Second-order social capital (SOSC)', 'Smart PLS', 'Sustainable innovation ambidexterity (SIA)', 'Sustainable supply chain management (SSCM)']",1,Medical and Technological Advances
352,2021,Titania nanotube architectures synthesized on 3d-printed ti-6al-4v implant and assessing vancomycin release protocols,Materials,5,5,0,0,0,0,0,"['3D printing', 'Electrostatic interaction', 'Ti-6Al-4V', 'Titania nanotubes', 'Vancomycin']",1,Medical and Technological Advances
353,2021,"Yield, grain quality, and starch physicochemical properties of 2 elite thai rice cultivars grown under varying production systems and soil characteristics",Foods,5,5,0,0,0,0,0,"['Grain quality', 'Production system', 'Rice (Oryza sativa L.)', 'Soil characteristic', 'Starch physicochemical properties']",1,Medical and Technological Advances
354,2021,"Wear resistance, color stability and displacement resistance of milled peek crowns compared to zirconia crowns under stimulated chewing and high-performance aging",Polymers,24,5,0,0,0,0,0,"['Aging process', 'Biodegradation', 'Biomaterials', 'CAD/CAM', 'Chewing simulation', 'Color stability', 'Crowns', 'Dental materials', 'Dentistry', 'Displacement resistance', 'PEEK', 'Wear resistance', 'Zirconia']",1,Medical and Technological Advances
355,2021,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,Pharmaceuticals,7,7,0,0,0,0,0,"['Akt', 'C-Myc', 'Cancer stem cell', 'Lung cancer', 'MTOR', 'Nanog', 'Oct4', 'Renieramycin M', 'Sox2']",1,Medical and Technological Advances
356,2021,Establishment of human-induced pluripotent stem cell-derived neurons—a promising in vitro model for a molecular study of rabies virus and host interaction,International Journal of Molecular Sciences,4,9,0,0,0,0,0,"['Human-induced pluripotent stem cells', 'In vitro model', 'Neurons', 'Proteomics analysis', 'Rabies virus', 'Virus–host interaction']",1,Medical and Technological Advances
357,2021,Pongol methyl ether inhibits akt and suppresses cancer stem cell phenotypes in lung cancer cells,Pharmaceuticals,2,8,0,0,0,0,0,"['Akt', 'Cancer stem cell', 'CSC-targeting', 'Lung cancer', 'Pongol methyl ether']",1,Medical and Technological Advances
358,2021,Hiv-1 protease and reverse transcriptase inhibitory activities of curcuma aeruginosa roxb. Rhizome extracts and the phytochemical profile analysis: In vitro and in silico screening,Pharmaceuticals,6,3,0,0,0,0,0,"['ADMET analysis', 'AIDS', 'Curcuma aeruginosa Roxb', 'Drug discovery', 'HIV-1 protease inhibitor', 'HIV-1 reverse transcriptase inhibitor', 'Immunodeficiency virus', 'Virtual screening']",1,Medical and Technological Advances
359,2021,Novelties in fuscosporellaceae (Fuscosporellales): Two new parafuscosporella from thailand revealed by morphology and phylogenetic analyses,Diversity,11,4,0,0,0,0,0,"['Phylogeny', 'Sordariomycetes', 'Systematics', 'Taxonomy', 'Two novel freshwater microfungi']",1,Medical and Technological Advances
360,2021,Industrial buyer innovation adoption model: A focus on a smartphone-based electrochemical analytical device for toxic heavy metal detection,Sustainability (Switzerland),2,4,0,0,0,0,0,"['Industrial consumer behavior', 'Industrial contaminants', 'Innovation adoption model', 'Portable electrochemical analytical devices', 'Predicting technology adoption']",1,Medical and Technological Advances
361,2021,Monocyte-to-lymphocyte ratio as a predictor of TB among people living with HIV,International Journal of Tuberculosis and Lung Disease,7,3,0,2,0,0,0,"['HIV', 'ML ratio', 'Monocytes', 'Predictor', 'Tuberculosis']",1,Medical and Technological Advances
362,2021,Transition metal atom doped Ni3S2 as efficient bifunctional electrocatalysts for overall water splitting: Design strategy from DFT studies,Molecular Catalysis,11,2,0,0,0,0,0,"['Bifunctional electrocatalysts', 'DFT study', 'Ni3S2', 'Overall water splitting']",1,Medical and Technological Advances
363,2021,Improved brønsted to lewis (B/L) ratio of co-and mo-impregnated ZSM-5 catalysts for palm oil conversion to hydrocarbon-rich biofuels,Catalysts,3,3,0,0,0,0,0,"['Biofuels', 'Brønsted–Lewis acid sites', 'Catalytic cracking', 'Co-Mo/ZSM-5', 'Hydrocarbon', 'Palm oil']",1,Medical and Technological Advances
364,2021,A comprehensive review of hla and severe cutaneous adverse drug reactions: Implication for clinical pharmacogenomics and precision medicine,Pharmaceuticals,18,10,0,1,0,0,0,"['HLA genetic polymorphisms', 'Human leukocyte antigen', 'Pharmacogenomics', 'Precision medicine', 'SCARs']",1,Medical and Technological Advances
365,2021,First episode psychosis and schizophrenia are systemic neuro-immune disorders triggered by a biotic stimulus in individuals with reduced immune regulation and neuroprotection,Cells,13,3,1,1,0,2,0,"['Bacterial translocation', 'Inflammation', 'LPS', 'Neuro-immune', 'Physiological stress', 'Psychiatry', 'Schizophrenia']",1,Medical and Technological Advances
366,2021,Pre-analytical modification of serum mirnas: Diagnostic reliability of serum mirnas in hemolytic diseases,Journal of Clinical Medicine,1,8,0,0,0,0,0,"['Blood drawing', 'Hemolytic disease', 'MicroRNA', 'MiR-451a', 'Pre-analytical', 'Serum separation']",1,Medical and Technological Advances
367,2021,Improved mixed-integer linear programming model for short-term scheduling of the pressing process in multi-layer printed circuit board manufacturing,Mathematics,2,2,0,0,0,0,0,"['Mixed-integer linear programming', 'Pressing process', 'Printed circuit board', 'Scheduling']",1,Medical and Technological Advances
368,2021,Overexpression of lipa or glpd_rubisco in the synechocystis sp. Pcc 6803 mutant lacking the aas gene enhances free fatty-acid secretion and intracellular lipid accumulation,International Journal of Molecular Sciences,3,1,0,1,0,0,0,"['Acyl-ACP synthetase', 'FFA secretion', 'Lipase A', 'Membrane lipid degradation', 'Synechocystis sp. PCC 6803']",1,Medical and Technological Advances
369,2021,Interference on cytosolic DNA activation attenuates sepsis severity: Experiments on cyclic GMP–AMP synthase (cGAS) deficient mice,International Journal of Molecular Sciences,16,7,0,0,0,0,0,"['Cecal ligation and puncture', 'Cell free DNA', 'CGAS', 'LPS', 'Sepsis']",1,Medical and Technological Advances
370,2021,"Spatial variation of cladophora epiphytes in the Nan River, Thailand",Plants,2,1,0,0,1,0,0,"['Cladophora', 'Ecological services', 'Lotic environment', 'Microbiome', 'Nan River']",1,Medical and Technological Advances
371,2021,Thunbergia laurifolia leaf extract inhibits glutamate-induced neurotoxicity and cell death through mitophagy signaling,Antioxidants,6,5,0,0,0,0,0,"['Autophagy', 'Glutamate', 'Mitophagy', 'Neurodegenerative diseases', 'Oxidative stress', 'Thunber-gia laurifolia']",1,Medical and Technological Advances
372,2021,TiO2/MXene-PVA/GO hydrogel-based electrochemical sensor for neurological disorder screening via urinary norepinephrine detection,Microchimica Acta,15,3,0,0,0,0,0,"['Electrochemical sensor', 'Neurological disorder', 'TiO2/MXene-PVA/GO hydrogel', 'Urinary norepinephrine', 'Voltammetry']",1,Medical and Technological Advances
373,2021,Exploring the impact of flavonoids on symptoms of depression: A systematic review and meta-analysis,Antioxidants,14,1,0,1,0,0,0,"['Antioxidants', 'Depression', 'Diet', 'Flavonoids', 'Mental health', 'Oxidative stress']",1,Medical and Technological Advances
374,2021,Different responses of soil respiration to environmental factors across forest stages in a Southeast Asian forest,Ecology and Evolution,11,10,0,1,0,0,0,"['forest succession', 'soil moisture', 'soil organic matter', 'soil respiration', 'soil temperature', 'tropical forests']",1,Medical and Technological Advances
375,2021,Development of cellulose from recycled office waste paper-based composite as a platform for the colorimetric sensor in food spoilage indicator,Journal of Polymer Research,4,2,0,0,0,0,0,"['Cellulose based composite', 'Colorimetric sensor', 'Food spoilage detection', 'Office waste paper']",1,Medical and Technological Advances
376,2021,Immunogenicity of 2-dose pre-exposure rabies vaccine co-administered with quadrivalent influenza vaccine in children,International Journal of Infectious Diseases,1,4,0,0,0,0,0,"['Children', 'Inactivated quadrivalent influenza vaccine', 'Pre-exposure rabies prophylaxis', 'Rabies vaccine']",1,Medical and Technological Advances
377,2021,The role of once-weekly online hemodiafiltration with low protein diet for initiation of renal replacement therapy: A case series,International Journal of Artificial Organs,0,3,0,0,0,0,0,"['hemodiafiltration', 'Incremental hemodialysis', 'low-protein diet', 'once-weekly dialysis']",1,Medical and Technological Advances
378,2021,Antitubercular and antibacterial activities of isoxazolines derived from natural products: Isoxazolines as inhibitors of Mycobacterium tuberculosis InhA,Journal of Chemical Research,6,7,0,0,0,0,0,"['1', '3-dipolar cycloaddition', 'antibacterial activity', 'antitubercular activity', 'InhA inhibitor', 'isoxazoline derivatives', 'Mycobacterium tuberculosis']",3,Materials Science and Taxonomy
379,2021,Optimization of elemental recovery from electronic wastes using a mild oxidizer,Waste Management,5,3,0,0,0,0,0,"['Electrochemical process', 'Electronic waste', 'Metal recovery', 'Mild oxidizer', 'Rare-earth element']",1,Medical and Technological Advances
380,2021,"National culture and saving: How collectivism, uncertainty avoidance, and future orientation play roles",Global Finance Journal,4,3,0,0,0,0,0,"['Collectivism', 'Culture', 'Future orientation', 'Saving', 'Uncertainty avoidance']",1,Medical and Technological Advances
381,2021,Facile preparation protocol of magnetic mesoporous carbon acid catalysts via soft-template self-assembly method and their applications in conversion of xylose into furfural,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",3,6,0,0,0,0,0,"['acid catalyst', 'furfural', 'magnetic', 'mesoporous carbon', 'soft-template self-assembly', 'xylose']",2,Cell Biology and Biochemistry
